date,borough,median_asking_rent_usd,rental_inventory,rent_index,inventory_index,rent_change_from_baseline_usd,rent_growth_from_baseline_pct,inventory_change_from_baseline,inventory_growth_from_baseline_pct,rent_yoy_pct,inventory_yoy_pct
2019-02,Brooklyn,2500,14233,92.62689885142646,110.94395510172265,-199,-7.373101148573539,1404,10.94395510172265,2.0408163265306145,26.257429255743816
2019-03,Brooklyn,2500,14678,92.62689885142646,114.41265881986125,-199,-7.373101148573539,1849,14.41265881986125,0.2004008016031955,19.664112180009784
2019-04,Brooklyn,2595,13831,96.14672100778066,107.81042949567386,-104,-3.8532789922193444,1002,7.8104294956738585,3.8000000000000034,4.73269725882175
2019-05,Brooklyn,2600,14986,96.33197480548351,116.81346948320213,-99,-3.6680251945164883,2157,16.813469483202127,0.19267822736031004,-2.3713355048859963
2019-06,Brooklyn,2650,14628,98.18451278251204,114.02291682905916,-49,-1.8154872174879557,1799,14.022916829059156,0.952380952380949,-9.50259836674091
2019-07,Brooklyn,2700,15037,100.03705075954056,117.21100631382025,1,0.037050759540562694,2208,17.21100631382025,0.03705075954056891,-14.328851412944399
2019-08,Brooklyn,2700,14292,100.03705075954056,111.40385065086913,1,0.037050759540562694,1463,11.403850650869131,0.18552875695732052,-20.819944598337948
2019-09,Brooklyn,2700,11705,100.03705075954056,91.23860004676904,1,0.037050759540562694,-1124,-8.761399953230963,3.8461538461538547,-22.34458966363697
2019-10,Brooklyn,2696,10037,99.8888477213783,78.23680723361134,-3,-0.1111522786217023,-2792,-21.763192766388656,5.725490196078442,-41.75033370088793
2019-11,Brooklyn,2600,8849,96.33197480548351,68.97653753215371,-99,-3.6680251945164883,-3980,-31.023462467846286,4.0000000000000036,-44.55166363807256
2019-12,Brooklyn,2600,7885,96.33197480548351,61.46231194948943,-99,-3.6680251945164883,-4944,-38.53768805051057,4.0000000000000036,-46.58582847852595
2020-01,Brooklyn,2600,8946,96.33197480548351,69.73263699430977,-99,-3.6680251945164883,-3883,-30.26736300569023,4.0000000000000036,-43.760608537122025
2020-02,Brooklyn,2680,8525,99.29603556872915,66.45100943175618,-19,-0.7039644312708475,-4304,-33.54899056824382,7.200000000000006,-40.10398369985245
2020-03,Brooklyn,2700,7793,100.03705075954056,60.7451866864136,1,0.037050759540562694,-5036,-39.2548133135864,8.000000000000007,-46.90693554980242
2020-04,Brooklyn,2767,6781,102.5194516487588,52.856808792579315,68,2.5194516487588032,-6048,-47.143191207420685,6.628131021194594,-50.97245318487455
2020-05,Brooklyn,2750,12425,101.88958873656911,96.85088471431912,51,1.8895887365691095,-404,-3.149115285680878,5.769230769230771,-17.08928333110904
2020-06,Brooklyn,2700,17658,100.03705075954056,137.64128147166576,1,0.037050759540562694,4829,37.64128147166576,1.8867924528301883,20.71369975389663
2020-07,Brooklyn,2700,22333,100.03705075954056,174.08215761166107,1,0.037050759540562694,9504,74.08215761166107,0.0,48.520316552503814
2020-08,Brooklyn,2615,25106,96.88773619859207,195.69724842154494,-84,-3.1122638014079342,12277,95.69724842154494,-3.1481481481481444,75.66470752868737
2020-09,Brooklyn,2500,25152,92.62689885142646,196.05581105308286,-199,-7.373101148573539,12323,96.05581105308286,-7.4074074074074066,114.88252883383167
2020-10,Brooklyn,2450,23507,90.77436087439793,183.23329955569415,-249,-9.225639125602072,10678,83.23329955569415,-9.124629080118696,134.20344724519276
2020-11,Brooklyn,2400,21285,88.9218228973694,165.9131654844493,-299,-11.078177102630605,8456,65.91316548444931,-7.692307692307687,140.53565374618603
2020-12,Brooklyn,2400,19786,88.9218228973694,154.22870060020267,-299,-11.078177102630605,6957,54.22870060020267,-7.692307692307687,150.93214965123653
2021-01,Brooklyn,2395,19743,88.73656909966654,153.89352248811286,-304,-11.26343090033346,6914,53.893522488112865,-7.88461538461539,120.69081153588198
2021-02,Brooklyn,2385,17718,88.36606150426084,138.10897186062826,-314,-11.633938495739159,4889,38.10897186062826,-11.007462686567159,107.83577712609969
2021-03,Brooklyn,2399,18895,88.88477213782883,147.28349832410942,-300,-11.115227862171167,6066,47.283498324109416,-11.148148148148152,142.4611831130502
2021-04,Brooklyn,2400,18734,88.9218228973694,146.02852911372673,-299,-11.078177102630605,5905,46.028529113726734,-13.26346223346585,176.2719362925822
2021-05,Brooklyn,2429,18678,89.99629492404594,145.59201808402838,-270,-10.003705075954059,5849,45.59201808402838,-11.672727272727268,50.325955734406435
2021-06,Brooklyn,2499,18238,92.58984809188588,142.16228856497,-200,-7.410151908114116,5409,42.16228856497,-7.444444444444443,3.284630195945182
2021-07,Brooklyn,2599,17041,96.29492404594295,132.83186530516798,-100,-3.705075954057051,4212,32.83186530516798,-3.7407407407407445,-23.695876057851606
2021-08,Brooklyn,2650,15087,98.18451278251204,117.60074830462234,-49,-1.8154872174879557,2258,17.600748304622343,1.3384321223709472,-39.906795188401176
2021-09,Brooklyn,2680,10649,99.29603556872915,83.00724920102893,-19,-0.7039644312708475,-2180,-16.992750798971073,7.200000000000006,-57.661418575063614
2021-10,Brooklyn,2600,10959,96.33197480548351,85.42364954400186,-99,-3.6680251945164883,-1870,-14.576350455998139,6.1224489795918435,-53.37984430169737
2021-11,Brooklyn,2625,10101,97.25824379399778,78.73567698183803,-74,-2.741756206002222,-2728,-21.264323018161974,9.375,-52.54404510218465
2021-12,Brooklyn,2690,8896,99.66654316413486,69.34289500350768,-9,-0.3334568358651353,-3933,-30.657104996492322,12.083333333333336,-55.03891640553926
2022-01,Brooklyn,2725,8964,100.96331974805483,69.87294411099852,26,0.963319748054829,-3865,-30.127055889001483,13.778705636743215,-54.596565871448114
2022-02,Brooklyn,2800,8287,103.74212671359764,64.59583755553824,101,3.742126713597642,-4542,-35.40416244446176,17.400419287211744,-53.228355344847046
2022-03,Brooklyn,2850,9586,105.59466469062615,74.7213344765765,151,5.594664690626146,-3243,-25.2786655234235,18.79949979157982,-49.267001852341885
2022-04,Brooklyn,2950,8581,109.29974064468323,66.88752046145451,251,9.299740644683226,-4248,-33.112479538545486,22.916666666666675,-54.19558022846162
2022-05,Brooklyn,3050,9206,113.00481659874026,71.75929534648063,351,13.004816598740263,-3623,-28.240704653519373,25.566076574722118,-50.71206767319841
2022-06,Brooklyn,3223,9928,119.41459799925897,77.3871696936628,524,19.414597999258973,-2901,-22.6128303063372,28.97158863545417,-45.56420660160106
2022-07,Brooklyn,3400,10730,125.97258243793999,83.6386312261283,701,25.97258243793999,-2099,-16.361368773871703,30.819545979222784,-37.03421160730004
2022-08,Brooklyn,3400,11105,125.97258243793999,86.56169615714397,701,25.97258243793999,-1724,-13.43830384285603,28.301886792452823,-26.39358388016173
2022-09,Brooklyn,3342,10120,123.82363838458687,78.88377893834281,643,23.82363838458687,-2709,-21.116221061657185,24.70149253731344,-4.9676025917926525
2022-10,Brooklyn,3250,9237,120.41496850685438,72.00093538077792,551,20.41496850685438,-3592,-27.999064619222082,25.0,-15.713112510265537
2022-11,Brooklyn,3152,9430,116.78399407187847,73.50533946527399,453,16.783994071878467,-3399,-26.49466053472601,20.07619047619047,-6.6429066429066435
2022-12,Brooklyn,3100,8327,114.8573545757688,64.9076311481799,401,14.857354575768795,-4502,-35.0923688518201,15.241635687732336,-6.39613309352518
2023-01,Brooklyn,3200,9249,118.56243052982587,72.09447345857043,501,18.562430529825875,-3580,-27.905526541429566,17.431192660550465,3.179384203480584
2023-02,Brooklyn,3199,8826,118.5253797702853,68.79725621638475,500,18.525379770285298,-4003,-31.202743783615247,14.250000000000007,6.5041631470978745
2023-03,Brooklyn,3200,9928,118.56243052982587,77.3871696936628,501,18.562430529825875,-2901,-22.6128303063372,12.280701754385959,3.567702900062586
2023-04,Brooklyn,3300,9001,122.26750648388291,70.16135318419207,601,22.26750648388291,-3828,-29.838646815807934,11.864406779661007,4.894534436545861
2023-05,Brooklyn,3400,10666,125.97258243793999,83.13976147790163,701,25.97258243793999,-2163,-16.86023852209837,11.475409836065564,15.859222246361071
2023-06,Brooklyn,3400,11661,125.97258243793999,90.8956270948632,701,25.97258243793999,-1168,-9.104372905136799,5.491777846726653,17.45568090249798
2023-07,Brooklyn,3500,12075,129.67765839199703,94.1226907787045,801,29.677658391997028,-754,-5.877309221295505,2.941176470588225,12.534948741845287
2023-08,Brooklyn,3500,12465,129.67765839199703,97.1626783069608,801,29.677658391997028,-364,-2.8373216930392005,2.941176470588225,12.246735704637546
2023-09,Brooklyn,3500,10678,129.67765839199703,83.23329955569413,801,29.677658391997028,-2151,-16.76670044430587,4.727707959305816,5.513833992094863
