date,borough,median_asking_rent_usd,rental_inventory,baseline_rent_usd,baseline_inventory,rent_change_usd,rent_growth_pct,rent_index,inventory_index
2018-07,Queens,2250,5349,2305,4049,-55,-2.386117136659436,97.61388286334056,132.1066930106199
2018-08,Queens,2300,5166,2305,4049,-5,-0.21691973969631237,99.78308026030369,127.5870585329711
2018-09,Queens,2295,4726,2305,4049,-10,-0.43383947939262474,99.56616052060737,116.72017782168436
2018-10,Queens,2200,5456,2305,4049,-105,-4.55531453362256,95.44468546637745,134.74932081995553
2018-11,Queens,2200,5215,2305,4049,-105,-4.55531453362256,95.44468546637745,128.79723388490984
2018-12,Queens,2150,4614,2305,4049,-155,-6.724511930585683,93.27548806941431,113.95406273153866
2019-01,Queens,2200,4869,2305,4049,-105,-4.55531453362256,95.44468546637745,120.25191405285256
2019-02,Queens,2200,4711,2305,4049,-105,-4.55531453362256,95.44468546637745,116.34971597925414
2019-03,Queens,2200,5136,2305,4049,-105,-4.55531453362256,95.44468546637745,126.84613484811065
2019-04,Queens,2250,5240,2305,4049,-55,-2.386117136659436,97.61388286334056,129.41467028896022
2019-05,Queens,2250,5417,2305,4049,-55,-2.386117136659436,97.61388286334056,133.78612002963695
2019-06,Queens,2300,5101,2305,4049,-5,-0.21691973969631237,99.78308026030369,125.98172388244011
2019-07,Queens,2325,5171,2305,4049,20,0.8676789587852495,100.86767895878526,127.71054581378118
2019-08,Queens,2300,4831,2305,4049,-5,-0.21691973969631237,99.78308026030369,119.31341071869596
2019-09,Queens,2300,4423,2305,4049,-5,-0.21691973969631237,99.78308026030369,109.23684860459373
2019-10,Queens,2300,4621,2305,4049,-5,-0.21691973969631237,99.78308026030369,114.12694492467277
2019-11,Queens,2300,4071,2305,4049,-5,-0.21691973969631237,99.78308026030369,100.54334403556433
2019-12,Queens,2250,3621,2305,4049,-55,-2.386117136659436,97.61388286334056,89.42948876265746
2020-01,Queens,2300,4031,2305,4049,-5,-0.21691973969631237,99.78308026030369,99.55544578908373
2020-02,Queens,2350,3789,2305,4049,45,1.9522776572668112,101.95227765726682,93.57866139787602
2020-03,Queens,2350,3203,2305,4049,45,1.9522776572668112,101.95227765726682,79.10595208693505
2020-04,Queens,2400,2404,2305,4049,95,4.121475054229935,104.12147505422993,59.372684613484815
2020-05,Queens,2350,3719,2305,4049,45,1.9522776572668112,101.95227765726682,91.84983946653495
2020-06,Queens,2344,5163,2305,4049,39,1.6919739696312366,101.69197396963123,127.51296616448506
2020-07,Queens,2300,6550,2305,4049,-5,-0.21691973969631237,99.78308026030369,161.7683378612003
2020-08,Queens,2245,7251,2305,4049,-60,-2.6030368763557483,97.39696312364426,179.08125463077303
2020-09,Queens,2200,7305,2305,4049,-105,-4.55531453362256,95.44468546637745,180.41491726352186
2020-10,Queens,2100,7777,2305,4049,-205,-8.893709327548807,91.1062906724512,192.0721165719931
2020-11,Queens,2100,7209,2305,4049,-205,-8.893709327548807,91.1062906724512,178.0439614719684
2020-12,Queens,2045,6803,2305,4049,-260,-11.279826464208242,88.72017353579176,168.01679427019016
2021-01,Queens,2000,7515,2305,4049,-305,-13.232104121475055,86.76789587852495,185.60138305754506
2021-02,Queens,2000,6836,2305,4049,-305,-13.232104121475055,86.76789587852495,168.83181032353667
2021-03,Queens,2000,7652,2305,4049,-305,-13.232104121475055,86.76789587852495,188.98493455174116
2021-04,Queens,2050,7394,2305,4049,-255,-11.062906724511931,88.93709327548807,182.61299086194123
2021-05,Queens,2100,7079,2305,4049,-205,-8.893709327548807,91.1062906724512,174.8332921709064
2021-06,Queens,2195,6887,2305,4049,-110,-4.772234273318872,95.22776572668113,170.09138058779945
2021-07,Queens,2200,6212,2305,4049,-105,-4.55531453362256,95.44468546637745,153.42059767843912
2021-08,Queens,2250,5734,2305,4049,-55,-2.386117136659436,97.61388286334056,141.61521363299582
2021-09,Queens,2250,5120,2305,4049,-55,-2.386117136659436,97.61388286334056,126.4509755495184
2021-10,Queens,2250,5118,2305,4049,-55,-2.386117136659436,97.61388286334056,126.40158063719437
2021-11,Queens,2295,4796,2305,4049,-10,-0.43383947939262474,99.56616052060737,118.44899975302543
2021-12,Queens,2300,4119,2305,4049,-5,-0.21691973969631237,99.78308026030369,101.72882193134107
2022-01,Queens,2300,4128,2305,4049,-5,-0.21691973969631237,99.78308026030369,101.95109903679922
2022-02,Queens,2300,3984,2305,4049,-5,-0.21691973969631237,99.78308026030369,98.39466534946901
2022-03,Queens,2335,4351,2305,4049,30,1.3015184381778742,101.30151843817788,107.45863176092863
2022-04,Queens,2400,3822,2305,4049,95,4.121475054229935,104.12147505422993,94.39367745122253
2022-05,Queens,2500,3652,2305,4049,195,8.459869848156181,108.45986984815619,90.19510990367992
2022-06,Queens,2600,3594,2305,4049,295,12.79826464208243,112.79826464208243,88.76265744628303
2022-07,Queens,2600,3664,2305,4049,295,12.79826464208243,112.79826464208243,90.4914793776241
2022-08,Queens,2650,4147,2305,4049,345,14.967462039045554,114.96746203904556,102.42035070387749
2022-09,Queens,2700,4020,2305,4049,395,17.136659436008678,117.13665943600869,99.28377377130155
2022-10,Queens,2695,3975,2305,4049,390,16.919739696312362,116.91973969631238,98.17238824401086
2022-11,Queens,2605,3953,2305,4049,300,13.015184381778742,113.01518438177874,97.62904420844653
2022-12,Queens,2600,3594,2305,4049,295,12.79826464208243,112.79826464208243,88.76265744628303
2023-01,Queens,2600,4144,2305,4049,295,12.79826464208243,112.79826464208243,102.34625833539145
2023-02,Queens,2600,3811,2305,4049,295,12.79826464208243,112.79826464208243,94.12200543344036
2023-03,Queens,2650,4161,2305,4049,345,14.967462039045554,114.96746203904556,102.7661150901457
2023-04,Queens,2700,3667,2305,4049,395,17.136659436008678,117.13665943600869,90.56557174611015
2023-05,Queens,2800,3891,2305,4049,495,21.475054229934923,121.47505422993493,96.09780192640159
2023-06,Queens,2850,4009,2305,4049,545,23.644251626898047,123.64425162689805,99.01210175351939
2023-07,Queens,2900,4332,2305,4049,595,25.813449023861175,125.81344902386118,106.98938009385033
2023-08,Queens,2900,4360,2305,4049,595,25.813449023861175,125.81344902386118,107.68090886638677
2023-09,Queens,2950,3938,2305,4049,645,27.9826464208243,127.98264642082428,97.2585823660163
2023-10,Queens,2900,4266,2305,4049,595,25.813449023861175,125.81344902386118,105.35934798715732
2023-11,Queens,2900,4362,2305,4049,595,25.813449023861175,125.81344902386118,107.7303037787108
2023-12,Queens,2930,3774,2305,4049,625,27.114967462039047,127.11496746203905,93.20819955544579
2024-01,Queens,2850,4154,2305,4049,545,23.644251626898047,123.64425162689805,102.5932328970116
2024-02,Queens,2950,3937,2305,4049,645,27.9826464208243,127.98264642082428,97.23388490985428
2024-03,Queens,2995,4081,2305,4049,690,29.934924078091107,129.93492407809111,100.79031859718448
2024-04,Queens,3000,4024,2305,4049,695,30.151843817787416,130.1518438177874,99.38256359594962
2024-05,Queens,3000,4323,2305,4049,695,30.151843817787416,130.1518438177874,106.76710298839221
2024-06,Queens,3100,4420,2305,4049,795,34.490238611713664,134.49023861171366,109.16275623610767
2024-07,Queens,3175,4931,2305,4049,870,37.744034707158356,137.74403470715833,121.78315633489751
2024-08,Queens,3150,4727,2305,4049,845,36.659436008676785,136.65943600867678,116.74487527784638
2024-09,Queens,3050,4625,2305,4049,745,32.32104121475054,132.32104121475055,114.22573474932082
2024-10,Queens,3000,4836,2305,4049,695,30.151843817787416,130.1518438177874,119.43689799950606
2024-11,Queens,3000,4566,2305,4049,695,30.151843817787416,130.1518438177874,112.76858483576191
2024-12,Queens,3000,4110,2305,4049,695,30.151843817787416,130.1518438177874,101.50654482588293
2025-01,Queens,3000,4509,2305,4049,695,30.151843817787416,130.1518438177874,111.36082983452704
2025-02,Queens,3000,4286,2305,4049,695,30.151843817787416,130.1518438177874,105.85329711039763
2025-03,Queens,3000,4692,2305,4049,695,30.151843817787416,130.1518438177874,115.88046431217585
2025-04,Queens,3125,4700,2305,4049,820,35.57483731019523,135.57483731019522,116.07804396147196
2025-05,Queens,3150,4758,2305,4049,845,36.659436008676785,136.65943600867678,117.51049641886885
2025-06,Queens,3210,4642,2305,4049,905,39.26247288503254,139.26247288503254,114.64559150407507
2025-07,Queens,3376,4662,2305,4049,1071,46.46420824295011,146.4642082429501,115.1395406273154
2025-08,Queens,3310,4493,2305,4049,1005,43.600867678958785,143.6008676789588,110.9656705359348
2025-09,Queens,3246,4570,2305,4049,941,40.82429501084599,140.824295010846,112.86737466040996
2025-10,Queens,3200,4664,2305,4049,895,38.82863340563991,138.82863340563992,115.18893553963943
2025-11,Queens,3200,4238,2305,4049,895,38.82863340563991,138.82863340563992,104.66781921462089
2025-12,Queens,3200,3964,2305,4049,895,38.82863340563991,138.82863340563992,97.9007162262287
2026-01,Queens,3200,4135,2305,4049,895,38.82863340563991,138.82863340563992,102.12398122993332
2026-02,Queens,3150,3919,2305,4049,845,36.659436008676785,136.65943600867678,96.78933069893802
2026-03,Queens,3125,4333,2305,4049,820,35.57483731019523,135.57483731019522,107.01407755001236
2026-04,Queens,3200,4141,2305,4049,895,38.82863340563991,138.82863340563992,102.2721659669054
2026-05,Queens,3350,4273,2305,4049,1045,45.33622559652928,145.3362255965293,105.53223018029144
2026-06,Queens,3350,4668,2305,4049,1045,45.33622559652928,145.3362255965293,115.28772536428748
2016-07,Staten Island,2050,75,2050,75,0,0.0,100.0,100.0
2016-08,Staten Island,2000,96,2050,75,-50,-2.4390243902439024,97.5609756097561,128.0
2016-09,Staten Island,2000,99,2050,75,-50,-2.4390243902439024,97.5609756097561,132.0
2016-10,Staten Island,1950,104,2050,75,-100,-4.878048780487805,95.1219512195122,138.66666666666669
2016-11,Staten Island,1900,120,2050,75,-150,-7.317073170731707,92.6829268292683,160.0
2016-12,Staten Island,1950,100,2050,75,-100,-4.878048780487805,95.1219512195122,133.33333333333331
2017-01,Staten Island,1900,95,2050,75,-150,-7.317073170731707,92.6829268292683,126.66666666666666
2017-02,Staten Island,1935,95,2050,75,-115,-5.609756097560976,94.39024390243902,126.66666666666666
2017-03,Staten Island,1899,112,2050,75,-151,-7.365853658536585,92.63414634146342,149.33333333333334
2017-04,Staten Island,1900,106,2050,75,-150,-7.317073170731707,92.6829268292683,141.33333333333334
2017-05,Staten Island,2000,124,2050,75,-50,-2.4390243902439024,97.5609756097561,165.33333333333334
2017-06,Staten Island,2050,93,2050,75,0,0.0,100.0,124.0
2017-07,Staten Island,1995,89,2050,75,-55,-2.682926829268293,97.3170731707317,118.66666666666667
2017-08,Staten Island,2000,37,2050,75,-50,-2.4390243902439024,97.5609756097561,49.333333333333336
2017-09,Staten Island,1800,53,2050,75,-250,-12.195121951219512,87.8048780487805,70.66666666666667
2017-10,Staten Island,1875,51,2050,75,-175,-8.536585365853659,91.46341463414635,68.0
2017-11,Staten Island,1900,75,2050,75,-150,-7.317073170731707,92.6829268292683,100.0
2017-12,Staten Island,1950,77,2050,75,-100,-4.878048780487805,95.1219512195122,102.66666666666666
2018-01,Staten Island,1850,93,2050,75,-200,-9.75609756097561,90.2439024390244,124.0
2018-02,Staten Island,1850,89,2050,75,-200,-9.75609756097561,90.2439024390244,118.66666666666667
2018-03,Staten Island,1850,100,2050,75,-200,-9.75609756097561,90.2439024390244,133.33333333333331
2018-04,Staten Island,1832,71,2050,75,-218,-10.634146341463415,89.3658536585366,94.66666666666667
2018-05,Staten Island,1832,82,2050,75,-218,-10.634146341463415,89.3658536585366,109.33333333333333
2018-06,Staten Island,1887,80,2050,75,-163,-7.951219512195122,92.04878048780488,106.66666666666667
2018-07,Staten Island,1950,81,2050,75,-100,-4.878048780487805,95.1219512195122,108.0
2018-08,Staten Island,2025,87,2050,75,-25,-1.2195121951219512,98.78048780487805,115.99999999999999
2018-09,Staten Island,2050,77,2050,75,0,0.0,100.0,102.66666666666666
2018-10,Staten Island,1900,97,2050,75,-150,-7.317073170731707,92.6829268292683,129.33333333333331
2018-11,Staten Island,1950,86,2050,75,-100,-4.878048780487805,95.1219512195122,114.66666666666667
2018-12,Staten Island,1865,88,2050,75,-185,-9.024390243902438,90.97560975609757,117.33333333333333
2019-01,Staten Island,1865,97,2050,75,-185,-9.024390243902438,90.97560975609757,129.33333333333331
2019-02,Staten Island,1856,96,2050,75,-194,-9.463414634146341,90.53658536585367,128.0
2019-03,Staten Island,1890,75,2050,75,-160,-7.804878048780488,92.19512195121952,100.0
2019-04,Staten Island,1875,67,2050,75,-175,-8.536585365853659,91.46341463414635,89.33333333333333
2019-05,Staten Island,2100,64,2050,75,50,2.4390243902439024,102.4390243902439,85.33333333333334
2019-06,Staten Island,2050,45,2050,75,0,0.0,100.0,60.0
2019-07,Staten Island,2000,56,2050,75,-50,-2.4390243902439024,97.5609756097561,74.66666666666667
2019-08,Staten Island,2035,60,2050,75,-15,-0.7317073170731708,99.26829268292683,80.0
2019-09,Staten Island,2200,69,2050,75,150,7.317073170731707,107.31707317073172,92.0
2019-10,Staten Island,2200,64,2050,75,150,7.317073170731707,107.31707317073172,85.33333333333334
2019-11,Staten Island,2200,60,2050,75,150,7.317073170731707,107.31707317073172,80.0
2019-12,Staten Island,1990,48,2050,75,-60,-2.9268292682926833,97.07317073170731,64.0
2020-01,Staten Island,1952,49,2050,75,-98,-4.780487804878049,95.21951219512195,65.33333333333333
2020-02,Staten Island,1998,50,2050,75,-52,-2.5365853658536586,97.46341463414635,66.66666666666666
2020-03,Staten Island,2150,44,2050,75,100,4.878048780487805,104.8780487804878,58.666666666666664
2020-04,Staten Island,1800,24,2050,75,-250,-12.195121951219512,87.8048780487805,32.0
2020-05,Staten Island,1833,40,2050,75,-217,-10.585365853658537,89.41463414634147,53.333333333333336
2020-06,Staten Island,1875,36,2050,75,-175,-8.536585365853659,91.46341463414635,48.0
2020-07,Staten Island,1900,37,2050,75,-150,-7.317073170731707,92.6829268292683,49.333333333333336
2020-08,Staten Island,1787,38,2050,75,-263,-12.829268292682928,87.17073170731707,50.66666666666667
2020-09,Staten Island,1850,30,2050,75,-200,-9.75609756097561,90.2439024390244,40.0
2020-10,Staten Island,1950,35,2050,75,-100,-4.878048780487805,95.1219512195122,46.666666666666664
2020-11,Staten Island,1950,32,2050,75,-100,-4.878048780487805,95.1219512195122,42.66666666666667
2020-12,Staten Island,2200,34,2050,75,150,7.317073170731707,107.31707317073172,45.33333333333333
2021-01,Staten Island,1995,35,2050,75,-55,-2.682926829268293,97.3170731707317,46.666666666666664
2021-02,Staten Island,1895,45,2050,75,-155,-7.560975609756097,92.4390243902439,60.0
2021-03,Staten Island,1845,41,2050,75,-205,-10.0,90.0,54.666666666666664
2021-04,Staten Island,1800,48,2050,75,-250,-12.195121951219512,87.8048780487805,64.0
2021-05,Staten Island,1877,52,2050,75,-173,-8.439024390243903,91.5609756097561,69.33333333333334
2021-06,Staten Island,1800,60,2050,75,-250,-12.195121951219512,87.8048780487805,80.0
2021-07,Staten Island,1800,57,2050,75,-250,-12.195121951219512,87.8048780487805,76.0
2021-08,Staten Island,1950,54,2050,75,-100,-4.878048780487805,95.1219512195122,72.0
2021-09,Staten Island,2000,39,2050,75,-50,-2.4390243902439024,97.5609756097561,52.0
2021-10,Staten Island,2075,52,2050,75,25,1.2195121951219512,101.21951219512195,69.33333333333334
2021-11,Staten Island,2000,55,2050,75,-50,-2.4390243902439024,97.5609756097561,73.33333333333333
2021-12,Staten Island,2070,51,2050,75,20,0.975609756097561,100.97560975609755,68.0
2022-01,Staten Island,2050,42,2050,75,0,0.0,100.0,56.00000000000001
2022-02,Staten Island,1900,54,2050,75,-150,-7.317073170731707,92.6829268292683,72.0
2022-03,Staten Island,1900,76,2050,75,-150,-7.317073170731707,92.6829268292683,101.33333333333334
2022-04,Staten Island,1950,66,2050,75,-100,-4.878048780487805,95.1219512195122,88.0
2022-05,Staten Island,1950,78,2050,75,-100,-4.878048780487805,95.1219512195122,104.0
2022-06,Staten Island,1950,70,2050,75,-100,-4.878048780487805,95.1219512195122,93.33333333333333
2022-07,Staten Island,2075,84,2050,75,25,1.2195121951219512,101.21951219512195,112.00000000000001
2022-08,Staten Island,2200,89,2050,75,150,7.317073170731707,107.31707317073172,118.66666666666667
2022-09,Staten Island,2300,89,2050,75,250,12.195121951219512,112.19512195121952,118.66666666666667
2022-10,Staten Island,2200,73,2050,75,150,7.317073170731707,107.31707317073172,97.33333333333334
2022-11,Staten Island,2200,88,2050,75,150,7.317073170731707,107.31707317073172,117.33333333333333
2022-12,Staten Island,1950,85,2050,75,-100,-4.878048780487805,95.1219512195122,113.33333333333333
2023-01,Staten Island,2095,92,2050,75,45,2.195121951219512,102.19512195121952,122.66666666666666
2023-02,Staten Island,2175,91,2050,75,125,6.097560975609756,106.09756097560977,121.33333333333334
2023-03,Staten Island,2200,102,2050,75,150,7.317073170731707,107.31707317073172,136.0
2023-04,Staten Island,2200,83,2050,75,150,7.317073170731707,107.31707317073172,110.66666666666667
2023-05,Staten Island,2100,66,2050,75,50,2.4390243902439024,102.4390243902439,88.0
2023-06,Staten Island,2000,80,2050,75,-50,-2.4390243902439024,97.5609756097561,106.66666666666667
2023-07,Staten Island,1899,60,2050,75,-151,-7.365853658536585,92.63414634146342,80.0
2023-08,Staten Island,2000,84,2050,75,-50,-2.4390243902439024,97.5609756097561,112.00000000000001
2023-09,Staten Island,2075,61,2050,75,25,1.2195121951219512,101.21951219512195,81.33333333333333
2023-10,Staten Island,2050,60,2050,75,0,0.0,100.0,80.0
2023-11,Staten Island,2200,62,2050,75,150,7.317073170731707,107.31707317073172,82.66666666666667
2023-12,Staten Island,2255,53,2050,75,205,10.0,110.00000000000001,70.66666666666667
2024-01,Staten Island,2595,66,2050,75,545,26.585365853658537,126.58536585365854,88.0
2024-02,Staten Island,2500,44,2050,75,450,21.951219512195124,121.95121951219512,58.666666666666664
2024-03,Staten Island,2500,47,2050,75,450,21.951219512195124,121.95121951219512,62.66666666666667
2024-04,Staten Island,2500,38,2050,75,450,21.951219512195124,121.95121951219512,50.66666666666667
2024-05,Staten Island,2700,42,2050,75,650,31.70731707317073,131.70731707317074,56.00000000000001
2024-06,Staten Island,2700,37,2050,75,650,31.70731707317073,131.70731707317074,49.333333333333336
2024-07,Staten Island,2550,51,2050,75,500,24.390243902439025,124.39024390243902,68.0
2024-08,Staten Island,2700,54,2050,75,650,31.70731707317073,131.70731707317074,72.0
2024-09,Staten Island,2850,53,2050,75,800,39.02439024390244,139.02439024390242,70.66666666666667
2024-10,Staten Island,2750,61,2050,75,700,34.146341463414636,134.14634146341464,81.33333333333333
2024-11,Staten Island,2700,49,2050,75,650,31.70731707317073,131.70731707317074,65.33333333333333
2024-12,Staten Island,2395,54,2050,75,345,16.82926829268293,116.82926829268293,72.0
2025-01,Staten Island,2450,76,2050,75,400,19.51219512195122,119.51219512195121,101.33333333333334
2025-02,Staten Island,2750,73,2050,75,700,34.146341463414636,134.14634146341464,97.33333333333334
2025-03,Staten Island,2825,74,2050,75,775,37.80487804878049,137.80487804878047,98.66666666666667
2025-04,Staten Island,2800,59,2050,75,750,36.58536585365854,136.58536585365854,78.66666666666666
2025-05,Staten Island,2750,46,2050,75,700,34.146341463414636,134.14634146341464,61.33333333333333
2025-06,Staten Island,3125,71,2050,75,1075,52.4390243902439,152.4390243902439,94.66666666666667
2025-07,Staten Island,3000,63,2050,75,950,46.34146341463415,146.34146341463415,84.0
2025-08,Staten Island,3000,68,2050,75,950,46.34146341463415,146.34146341463415,90.66666666666666
2025-09,Staten Island,3000,67,2050,75,950,46.34146341463415,146.34146341463415,89.33333333333333
2025-10,Staten Island,3200,52,2050,75,1150,56.09756097560976,156.09756097560975,69.33333333333334
2025-11,Staten Island,3300,59,2050,75,1250,60.97560975609756,160.97560975609758,78.66666666666666
2025-12,Staten Island,3300,54,2050,75,1250,60.97560975609756,160.97560975609758,72.0
2026-01,Staten Island,2850,55,2050,75,800,39.02439024390244,139.02439024390242,73.33333333333333
2026-02,Staten Island,2890,43,2050,75,840,40.97560975609756,140.97560975609755,57.333333333333336
2026-03,Staten Island,2850,51,2050,75,800,39.02439024390244,139.02439024390242,68.0
2026-04,Staten Island,3265,51,2050,75,1215,59.26829268292683,159.26829268292684,68.0
2026-05,Staten Island,3250,45,2050,75,1200,58.536585365853654,158.53658536585365,60.0
2026-06,Staten Island,3300,57,2050,75,1250,60.97560975609756,160.97560975609758,76.0
