shop_id,tag,name,rating,special_tags,promo,delivery_type,avg_price,addr,lng,lat,monthly_sales_plus,distance_m,start_price,delivery_fee,delivery_time_min,rank,time_period,__source__,is_food_court,has_floor_token,hit_mall_chain,pre_label
20021217268,,牛呢·炖了·探店No.1牛腩牛杂砂锅煲(第9档口禾留香美食城店),4.9,回复超快;18人觉得口味正宗,最高28;13元;38减1;58减2;88减3;108减4;138减5;售后无忧,蜂鸟准时达,21.0,学院路乙9号院1号楼2层202号,116.34598490242524,39.99838331442757,3000,4828,0.0,0.9,45,北京中关村科贸电子城_中午_084,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1114327108,,厚府·牛油拌饭(第二档口吉祥厨房美食城大师店),5.0,328人觉得好吃,最高28;13元;49减2;69减3;99减5;支持自取;线上开票;售后无忧,蜂鸟准时达,17.0,中关村南三街6号中科资源大厦地下1层B15室,116.32177562404426,39.98346869631981,1000,1333,0.0,0.0,36,北京中关村科贸电子城_中午_085,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20015330202,,川湘快餐(上可味美食城)(五道口店),4.0,17人觉得味道不错,最高28;13元;39减1;48减2;99减3;3元店铺红包;优评领3元店铺券;支持自取;线上开票;极速退;售后无忧,蜂鸟准时达,11.0,中关村东路66号2号楼地下一层,116.32753145776417,39.98280667086936,800,1976,25.0,0.0,37,北京中关村科贸电子城_中午_093,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20000166232,品牌,蜜雪冰城(第一档口五道口美食城),4.6,37人觉得口感醇厚,最高28;13元;50减1;支持自取;线上开票;售后无忧,蜂鸟准时达,,五道口方砖厂炸酱面旁,116.32990988985492,39.991653770263184,3000,2696,20.0,0.0,46,北京中关村科贸电子城_中午_099,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20014696437,,Timefor牛排·火焰牛排饭·意面(第15号档口亦红美食城),4.9,22人觉得口感很好,最高28;15元(含新客补8);48减1;68减2;98减7;2元店铺红包;支持自取,蜂鸟准时达,23.0,北四环西路66号-1层-158,116.3014327523492,39.98297972991886,1000,1115,15.0,1.3,35,北京中关村科贸电子城_中午_102,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20000306108,,共禾之约·创意轻食(第四档口锦鲤智灶美食城),4.9,回复超快;47人觉得口感不错,最高28;13元;55减2;78减3;98减4;售后无忧,蜂鸟准时达,22.0,海淀南路36号一层0102,116.29624337621492,39.97304304306688,1000,2190,20.0,0.1,42,北京中关村科贸电子城_中午_136,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
293332183,,手工饺子坊(第2档口口福居美食城),4.7,116人觉得好吃,最高28;13元;首次光顾减2;售后无忧,蜂鸟准时达,22.0,知春路29号幸福超市,116.3366916344024,39.97575173131041,52,3083,15.0,4.7,56,北京中关村科贸电子城_中午_160,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20019563336,,一家喷醋撒糖的奉天鸡架·火鸡面(风味1北京王庄七号餐饮有限公司),4.8,92人觉得好吃,最高28;13元;39减1;49减2;59减3;99减6;1元店铺红包;首次光顾减1;集点返5元;支持自取;售后无忧,蜂鸟准时达,22.0,东王庄小区33号楼二层-19号（韩国美食城二楼最里面猫猫爱吃取餐）,116.33418333800664,39.99850243063911,900,3775,30.0,0.3,45,北京中关村科贸电子城_中午_188,中午,北京中关村科贸电子城_中午_wgs84.csv,1,0,0,food_court
20012340240,,简粟·中式健康菜(第16档口富市美食城),4.9,回复超快;1114人觉得好吃,最高28;13元(含本店补6);35减1;48减4;58减5;68减6;108减9;2元店铺红包;返2元红包;支持自取;线上开票,蜂鸟准时达,18.0,太阳园13号楼地下一层1号西侧,116.33330604134258,39.96912228299691,1000,3249,20.0,7.0,61,北京中关村科贸电子城_中午_192,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20010080017,,李一麻辣香锅·麻辣烫(第07档口富市美食城),0.0,麻辣香锅，人间美味,最高28;13元;29减2;45减5;65减10;86减15;支持自取,蜂鸟准时达,,太阳园13号楼地下一层，富市美食城,116.33293385598998,39.96931797296477,54,3223,22.0,7.0,53,北京中关村科贸电子城_中午_194,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20012521464,,大懒龙(第三档口锦鲤智灶美食城),4.8,41人觉得味道不错,最高28;13元;35减5;60减6;1元店铺红包;集点返5元,蜂鸟准时达,19.0,海淀南路36号一层0102,116.29628833130177,39.972707981417415,900,2277,25.0,0.5,42,北京中关村科贸电子城_中午_213,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20000399264,,幸好麻辣拌沾串(第9号档口吉祥厨房美食城),4.7,口味正宗;25人觉得味道正宗;回复超快,最高28;13元;29减1;35减2;42减5;60减8;1元店铺红包;集点返3元;售后无忧,蜂鸟准时达,19.0,中关村东路66号2号楼2层商业7-2,116.32761027369752,39.982831519171526,4000,1976,20.0,0.0,40,北京中关村科贸电子城_中午_234,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1109532174,,喜赞·轻食健康餐(第1号档口永宝顺来美食城店),4.9,回复超快;21人觉得口感很好;近7日546人下单,最高28;13元;35减2;44减4;55减5;66减6;88减10;3元店铺红包;首次光顾减1;优评领3元店铺券;返3元红包;集点返3元;线上开票,蜂鸟准时达,15.0,四道口2号院1号楼2层226号,116.33910141565408,39.95942698952993,2000,4457,28.0,0.3,67,北京中关村科贸电子城_中午_238,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1113616136,品牌,库迪咖啡(第1号档口九洲风味美食城),5.0,16人觉得味道不错;近7日1074人下单,最高28;13元;30减5;40减12;60减15;80减19;2元店铺红包;支持自取;售后无忧,蜂鸟准时达,,中关村南大街17号3号楼-1层B05-4,116.31543105753728,39.95255710598132,3000,3537,1.0,3.2,55,北京中关村科贸电子城_中午_239,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1065399064,,炒方便面是招牌!邻上丰味·炒饭·炒面·炒粉(第5档口京食美食城),4.9,97人觉得口感不错;近7日428人下单,最高28;13元;30减1;45减2;59减3;99减5;2元店铺红包;关注0元商品券;透明餐厅,蜂鸟准时达,12.0,学清路23号1号楼1层a112,116.34455941535234,40.009564259774535,1000,5403,20.0,1.6,57,北京中关村科贸电子城_中午_244,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20016519322,,6块6家常菜·小份菜(第2档口乐食美食城),4.9,13人觉得好吃,最高28;13元;25减3;38减7;55减11;集点返3元,蜂鸟准时达,11.0,四道口路2号京果商厦B座F1层,116.33986190308784,39.95833566189662,1000,4580,30.0,0.0,66,北京中关村科贸电子城_中午_256,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20010210042,,人均20吃饱饱·老蚌埠格子饭(第一档口乐食美食城),4.8,39人觉得好吃,最高28;13元;36减2;48减3;58减5;88减7;100减9;2元店铺红包;售后无忧,蜂鸟准时达,11.0,四道口2号36幢一层203号、303号,116.33990576434525,39.95868056940324,700,4600,22.0,0.0,85,北京中关村科贸电子城_中午_269,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1092914295,品牌,晨曦炖汤(第 5 档口京食美食城店),5.0,52人觉得味道不错,最高28;13元(含本店补6);100减1;集点返3元;透明餐厅;售后无忧,蜂鸟准时达,32.0,学清路23号院1号楼1层a112,116.34428501405831,40.00934374302738,100,5382,20.0,1.9,61,北京中关村科贸电子城_中午_275,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1102691203,,农耕记·湖南土菜(第16档口京食美食城),5.0,1012人觉得口感丰富;回复超快,最高28;13元;58减3;98减6;168减8;208减12;268减15;返3元红包;透明餐厅;支持自取;线上开票,蜂鸟准时达,21.0,学清路23号院1号楼1层a112,116.34488375744984,40.0094507071256,9999,5433,15.0,3.6,68,北京中关村科贸电子城_中午_283,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
360598192,品牌,鱼籽村秘制拌饭(五道口店),4.9,30人觉得口感好;近7日1119人下单,最高28;13元;50减2;75减5;100减10;首次光顾减2;优评领2元店铺券;集点返5元;支持自取,蜂鸟准时达,15.0,东王庄小区33号楼王庄美食城2层201-203,116.33415444682964,39.99815649941233,4000,3769,19.0,2.7,41,北京中关村科贸电子城_中午_312,中午,北京中关村科贸电子城_中午_wgs84.csv,1,0,0,food_court
20025244019,,卷云鲜面·鲜切手擀面(第6档口乙九号美食城),5.0,10人觉得好吃;回复超快,最高28;13元(含本店补6);45减2;58减3;88减5;2元店铺红包;关注0.1元商品券;返3元红包;集点返8元;售后无忧,蜂鸟准时达,22.0,学院路乙9号院1号楼2层202号,116.3458183201288,39.99778062321487,100,4862,15.0,0.0,48,北京中关村科贸电子城_中午_338,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20015191276,,喜禾年·健康家常菜·新中式轻食(第5号档口渝源居美食城),4.8,608人觉得好吃,最高28;13元;38减2;48减3;68减5;128减10;关注4.9元商品券;优评领3元店铺券;返4元红包;集点返3元;线上开票;极速退,蜂鸟准时达,18.0,学院路乙9号院1号楼2层203号,116.34598490242524,39.99838331442757,1000,4828,28.0,0.8,40,北京中关村科贸电子城_中午_339,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1102394339,,重庆鸡公煲(第5档口四海凯悦美食城),5.0,87人觉得好吃,最高28;13元;35减1;55减2;65减3;85减4;支持自取;线上开票;售后无忧,蜂鸟全城达,21.0,慧忠北里105号楼(一层107、109、122、124、A段地下一层),116.40159088891733,40.004696582333935,800,9949,80.0,9.2,78,北京中关村科贸电子城_中午_358,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
934067089,,胖墩墩·肉蛋堡(第B19号档口橘猫精选美食城),4.8,回复超快;96人觉得口感很好;近7日445人下单,最高28;13元;30减1;45减2;98减3;1元店铺红包;首次光顾减1;集点返3元;支持自取;线上开票;极速退;售后无忧,蜂鸟准时达,13.0,四道口路2号橘猫精选美食城B19,116.3396333184524,39.95896504816381,2000,4500,22.0,0.2,59,北京中关村科贸电子城_中午_374,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20014467476,,万家早安·品致早餐(第1档口上地美食城),5.0,40人觉得好吃,最高28;13元;35减2;49减5;89减11;透明餐厅;线上开票;售后无忧,蜂鸟全城达,15.0,马连洼北路8号A座地下一层01号,116.28978682952544,40.03237977598796,1000,7285,18.0,9.8,54,北京中关村科贸电子城_中午_376,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
769337152,,柳记港式烧腊(第2档口尚品食佳美食城),4.9,口味正宗;596人觉得口感丰富,最高28;13元(含本店补6);50减3;88减5;108减8;首次光顾减2;优评领5元店铺券;线上开票;极速退,蜂鸟全城达,26.0,裕民路18号-1层地下商业,116.37580454524596,39.97081423603099,600,6833,35.0,13.0,70,北京中关村科贸电子城_中午_387,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1060631287,,湘味人家(第四档口郦城美食城),4.5,51人觉得味道不错,最高28;13元;30减4;55减10;120减20;2元店铺红包;优评领3元店铺券;支持自取;线上开票;售后无忧,蜂鸟全城达,21.0,四季青路8号郦城工作区一通道,116.26546632259654,39.95220133130002,200,6791,35.0,8.2,39,北京中关村科贸电子城_中午_396,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
572545046,品牌,麦田归来·四季轻食(第一档口华光商厦美食城),5.0,回复超快;127人觉得口感很好;近7日919人下单,最高28;13元;52减2;69减3;89减4;1元店铺红包;优评领3元店铺券,蜂鸟全城达,17.0,阜成路61号华光商厦4层,116.29585736501284,39.9232686777333,4000,8180,50.0,9.2,59,北京中关村科贸电子城_中午_417,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20006328414,,米悦朝鲜族拌饭(第16档口吉祥厨房美食城),4.8,180人觉得好吃;回复超快,最高28;13元;48减1;56减2;99减5;168减6;2元店铺红包;集点返3元;线上开票,蜂鸟准时达,18.0,中关村南三街6号中科资源大厦地下1层B15室,116.32158208961752,39.983311075184304,1000,1368,0.0,0.0,34,北京中关村科贸电子城_中午_433,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1088855429,品牌,靠谱儿牛肉饭(北三环店),4.9,49人觉得口感不错,最高28;13元;35减1;50减2;80减3;100减5;200减10;1元店铺红包;首次光顾减2;线上开票;极速退;售后无忧,蜂鸟全城达,21.0,裕民路18号-1地下一层（尚品食佳美食城）,116.37603931422125,39.97083203879708,900,6828,50.0,6.4,69,北京中关村科贸电子城_中午_446,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20017986036,,牛蛙江湖干锅菜(第3号档口南门美食城),4.1,44人觉得好吃,最高28;13元;60减2;99减3;132减5;首次光顾减5;返3元红包;线上开票;售后无忧,商家自配送,41.0,文慧园北路9号今典花园,116.35399912634162,39.95291823246239,56,6225,28.0,0.0,50,北京中关村科贸电子城_中午_455,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20005300297,,忆家土耳其烤肉拌饭(第8号档口逸洁美食城),4.8,40人觉得好吃;回复超快,最高28;13元;35减1;55减2;90减3;138减4;1元店铺红包;集点返3元;支持自取;线上开票,蜂鸟准时达,11.0,学清路16号学知轩1层106,116.34671781572396,40.01089152438963,2000,5896,15.0,1.5,68,北京中关村科贸电子城_中午_469,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
1059752382,,人民公社东北菜(第5号档口华府美食城),4.8,回复超快;290人觉得口感丰富;近7日451人下单,最高28;13元(含本店补6);38减2;45减6;65减10;100减15;返3元红包;集点返5元;支持自取;售后无忧,蜂鸟全城达,21.0,马连洼北路138号院1号楼-1层-101,116.27640612059788,40.032180990754505,1000,8194,50.0,9.2,54,北京中关村科贸电子城_中午_472,中午,北京中关村科贸电子城_中午_wgs84.csv,1,1,0,food_court
20009817168,,祁姥姥家的疙瘩汤(第一档口吉祥厨房美食城),4.9,317人觉得好吃;回复超快,7元老朋友补贴;最高28;12元;38减2;48减3;68减5;98减8;1元店铺红包;夜宵100减30;返2元红包;集点返3元;线上开票;极速退,蜂鸟准时达,16.0,中关村南三街6号中科资源大厦,116.32177662086332,39.98347569411412,2000,1333,20.0,2.2,20,北京中关村科贸电子城_宵夜_013,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20016420440,,他大舅东北老饭盒(第08档口庆余年美食城),4.5,回复超快;480人觉得好吃,7元老朋友补贴;最高28;39减2;57减4;81减7;1元店铺红包;夜宵100减30;集点返3元;售后无忧,蜂鸟准时达,10.0,知春里甲23号二层206号,116.3192617690876,39.97267596909383,4000,1719,20.0,0.0,26,北京中关村科贸电子城_宵夜_016,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20022290042,,淮南牛肉汤(第3号档口逸杰美食城),4.8,51人觉得好吃,7元老朋友补贴;最高28;69减5;2元店铺红包;夜宵100减30;集点返5元;支持自取;售后无忧,蜂鸟准时达,17.0,学清路16号学知轩1层106,116.34684153989818,40.01108830744484,1000,5910,15.0,3.0,38,北京中关村科贸电子城_宵夜_019,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20022454178,,粤茗客茶点·港式茶餐厅(第二档口农科美食城店),4.9,793人觉得口感丰富;海淀区地方菜·第1名,7元老朋友补贴;最高28;12元;88减2;158减5;208减8;235减10;2元店铺红包;集点返5元;满赠;售后无忧,蜂鸟准时达,31.0,中关村南大街12号院东区2号楼103,116.32645044296052,39.96305553563659,6000,3459,32.0,1.7,26,北京中关村科贸电子城_宵夜_021,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20014989364,,王者蛋炒饭·走出扬州(第8号档口吉祥厨房美食城),4.9,308人觉得好吃,7元老朋友补贴;最高28;12元;28减1;38减2;48减3;58减5;88减8;1元店铺红包;夜宵100减30;优评领3元店铺券;返2元红包;集点返3元;极速退,蜂鸟准时达,10.0,中关村南三街6号中科资源大厦地下1层B15室,116.32150223637356,39.98360421678091,2000,1373,0.0,1.6,20,北京中关村科贸电子城_宵夜_023,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
656989350,品牌,阿呆锅锅现炒·炒饭·炒粉·炒面(第二档口一美闲美食城),4.8,近7日1056人下单;3561人觉得非常好吃,7元老朋友补贴;最高28;12元;25减1;45减2;55减3;85减5;125减10;夜宵100减30,蜂鸟准时达,10.0,科学院南路知春里23号(知春公园西门对面),116.31891855835774,39.97266062896291,4000,1737,12.0,1.9,26,北京中关村科贸电子城_宵夜_028,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
670152406,品牌,Obligi Chicken韩式炸鸡((第四号档口营养小厨美食城店)),4.9,近7日1087人下单;1405人觉得好吃,7元老朋友补贴;最高28;12元;38减1;48减2;65减3;2元店铺红包;夜宵100减30;优评领2元店铺券;集点返5元;线上开票,蜂鸟准时达,11.0,中关村南大街2号A座A6,116.31696202202669,39.96484469320711,4000,2215,0.0,0.0,36,北京中关村科贸电子城_宵夜_030,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
649097270,品牌,左小姐·手工炸排骨(第3档口食客集荟美食城),5.0,近7日418人下单;3048人觉得好吃,7元老朋友补贴;最高28;12元;2元店铺红包;夜宵58减21;返2元红包;满赠;支持自取;售后无忧,蜂鸟准时达,19.0,清华东路25号2号楼1层1-1号,116.34537192026367,40.00026527662491,1000,4712,20.0,5.0,39,北京中关村科贸电子城_宵夜_031,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20022491328,,一品黄焖鸡米饭(第9号档口食客集汇美食城),4.9,口味正宗;34人觉得味道不错,7元老朋友补贴;最高28;45减2;65减4;85减6;5元店铺红包;夜宵58减21;优评领5元店铺券;集点返3元,蜂鸟准时达,17.0,清华东路25号2号楼1层1—1号,116.34537692257976,40.000166272371104,400,4709,15.0,4.8,33,北京中关村科贸电子城_宵夜_039,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
677535030,品牌,私町外带寿司(第5档口营养小厨美食城),4.9,近7日729人下单;186人觉得口感很好,7元老朋友补贴;最高28;12元;49减2;88减4;128减6;188减10;2元店铺红包;夜宵100减30;集点返5元;线上开票;售后无忧,蜂鸟准时达,19.0,中关村南大街2号A座A6,116.31697599267524,39.96482466726152,3000,2215,20.0,0.1,39,北京中关村科贸电子城_宵夜_048,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20015915084,品牌,汉江里·韩国炸鸡(时代网络大厦店),4.9,194人觉得好吃;回复超快,7元老朋友补贴;最高28;12元;48减1;68减2;98减3;1元店铺红包;夜宵58减21;关注0元商品券;售后无忧,蜂鸟准时达,26.0,海淀南路19号1层1008-4（时代网络大厦一楼金福盛悦美食城里面）,116.30462302108631,39.97546634308582,2000,1237,15.0,0.0,23,北京中关村科贸电子城_宵夜_052,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,0,0,food_court
20013555050,品牌,朴正喜韩式炸鸡·火鸡面(第6号档口锦鲤智灶美食城),4.9,299人觉得好吃,7元老朋友补贴;最高28;48减2;68减3;88减4;2元店铺红包;夜宵58减21;优评领5元店铺券;返2元红包;集点返3元;支持自取;线上开票;售后无忧,蜂鸟准时达,15.0,海淀南路36号一层0102,116.29636018976234,39.97272686052597,1000,2280,0.0,0.0,30,北京中关村科贸电子城_宵夜_059,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20002821220,,驴火先生·新中式汉堡(中关村第9档口吉祥厨房美食城店),4.4,223人觉得好吃,7元老朋友补贴;最高28;夜宵58减21;集点返3元;线上开票;极速退;售后无忧,蜂鸟准时达,13.0,中关村南三街6号中科资源大厦地下1层B15室,116.32155511477092,39.98360311508322,4000,1321,20.0,0.0,22,北京中关村科贸电子城_宵夜_074,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
1111769341,品牌,箐筳·荷叶烤鸡(第06档口星选闪电美食城),5.0,近7日596人下单;回复超快,7元老朋友补贴;最高28;12元;40减1;55减2;75减3;100减5;1元店铺红包;夜宵100减30;线上开票,蜂鸟准时达,17.0,中关村东路18号-1层,116.32772751439094,39.98669913556119,2000,1934,0.0,1.7,21,北京中关村科贸电子城_宵夜_078,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20020918358,,泰尚煌·咖喱蛋包饭(东王庄店),5.0,回复超快;26人觉得爱吃,7元老朋友补贴;最高28;12元;59减4;89减5;99减6;2元店铺红包;夜宵58减21;首次光顾减1;集点返3元;支持自取;线上开票;售后无忧,蜂鸟准时达,16.0,东王庄33号楼二层韩国美食城内,116.33417039983112,39.99824446587293,3000,3780,38.0,0.6,33,北京中关村科贸电子城_宵夜_082,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,0,0,food_court
1065461032,,潮皇潮汕砂锅粥(第3号档口铁道边儿美食城),4.9,近7日712人下单;51人觉得好喝;回复超快,7元老朋友补贴;最高28;12元;75减5;2元店铺红包;夜宵58减21;关注0.1元商品券;优评领2元店铺券;线上开票,蜂鸟准时达,15.0,学院路暂安处1号蓟鑫大厦A区A1-39,116.33391934181624,39.98739539275702,2000,2572,25.0,0.0,20,北京中关村科贸电子城_宵夜_097,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
20001157248,,东北烤冷面·芝士火鸡面(第四号档口美闲美食城),4.5,口味正宗;21人觉得味道正宗;回复超快,7元老朋友补贴;最高28;12元;38减2;48减3;58减4;88减5;1元店铺红包;夜宵58减21;线上开票;售后无忧,蜂鸟准时达,17.0,知春里甲23号二层205号,116.31891855835774,39.97266062896291,1000,1737,20.0,0.0,26,北京中关村科贸电子城_宵夜_098,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
1057864301,,三好韩式嫩豆腐汤(第9号档口上可味美食城),4.7,近7日560人下单;回复超快;618人觉得好吃,7元老朋友补贴;最高28;38减1;65减2;100减3;1元店铺红包;夜宵100减30;支持自取;线上开票;售后无忧,蜂鸟准时达,11.0,中关村街道中关村东路64号世纪科贸大厦C座负1层,116.32768413107227,39.98261938670248,2000,1976,15.0,0.0,31,北京中关村科贸电子城_宵夜_103,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
1090252296,,提钱退休の猪排饭(第2号档口橘猫精选美食城),4.7,近7日781人下单;15人觉得色香味俱全,7元老朋友补贴;最高28;12元;48减2;68减4;88减6;108减8;128减10;1元店铺红包;夜宵58减21;优评领2元店铺券;支持自取;线上开票;售后无忧,蜂鸟准时达,12.0,四道口2号院1号楼二层202号,116.33919325475637,39.959119835732565,2000,4472,0.0,0.6,40,北京中关村科贸电子城_宵夜_106,宵夜,北京中关村科贸电子城_宵夜_wgs84.csv,1,1,0,food_court
